날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2020-08-13,138,31.2,28,35.1
2020-08-13,140,28.7,25.7,32.5
2020-08-13,143,30.3,25.8,35.4
2020-08-13,146,29.1,25.3,33.7
2020-08-13,152,29.3,25.3,33.8
2020-08-13,155,27.9,24.5,32.5
2020-08-13,156,28.4,25.7,31.8
2020-08-13,159,27.6,24.4,31.2
2020-08-13,162,27.6,24.5,30.4
2020-08-13,165,28.1,26.6,30.6
2020-08-13,168,27.5,25.4,29.9
2020-08-13,169,26,24,29.4
2020-08-13,170,28.4,26.4,30.7
2020-08-13,172,28.7,26.3,31.9
2020-08-13,174,27.2,23.9,31
2020-08-13,177,28.2,25.5,31.5
2020-08-13,184,31.3,28.2,36.1
2020-08-13,185,28.2,27.3,30.1
2020-08-13,188,28.9,27,32.4
2020-08-13,189,27.5,26.8,29.8
2020-08-13,192,28,24.2,32.7
2020-08-13,201,26.7,25.1,28.7
2020-08-13,202,27,24.5,30.4
2020-08-13,203,28.1,24.7,32.3
2020-08-13,211,26.2,22.8,30.4
2020-08-13,212,27.2,24.1,30.7
2020-08-13,216,26,22.2,29.5
2020-08-13,217,25.6,21.2,29.4
2020-08-13,221,26.6,23.1,30.6
2020-08-13,226,26.6,23.6,31.3
2020-08-13,232,27.6,23.7,31.8
2020-08-13,235,27.8,26.3,30.5
2020-08-13,236,28.2,24.9,32.2
2020-08-13,238,27.7,23,32.2
2020-08-13,239,28.2,24.8,32
2020-08-13,243,28.7,25.4,32.2
2020-08-13,244,27.1,24.2,31.1
2020-08-13,245,28.6,25.5,32.7
2020-08-13,247,28.1,23.9,32.8
2020-08-14,248,27.1,24.2,30
2020-08-14,251,28.3,26.1,32.7
2020-08-14,252,28.5,26.3,32.8
2020-08-14,253,28.8,26,32.5
2020-08-14,254,28.9,26.3,32.7
2020-08-14,255,29.6,27.1,33.4
2020-08-14,257,29.3,27,32.9
2020-08-14,258,28.9,24.9,33
2020-08-14,259,28.4,25.6,32.6
2020-08-14,260,28.4,24.9,33.3
2020-08-14,261,28.2,26.7,32.3
2020-08-14,262,28.1,24.7,31.8
2020-08-14,263,29.8,26.3,34.3
2020-08-14,264,27.9,22.4,33.6
2020-08-14,266,28.6,25.4,33
2020-08-14,268,28.6,26.7,32.8
2020-08-14,271,26.4,22.8,30.2
2020-08-14,272,27.4,22.9,31.9
2020-08-14,273,27.5,23.4,32.6
2020-08-14,276,27.5,22.4,33.1
2020-08-14,277,29.3,24.7,33.3
2020-08-14,278,28.2,23.5,33.9
2020-08-14,279,28.8,24.3,33.7
2020-08-14,281,29.5,24.5,34.2
2020-08-14,283,29.9,24.7,35.4
2020-08-14,284,28,22.6,33.6
2020-08-14,285,28.8,23.6,33.6
2020-08-14,288,29.1,25.4,33.8
2020-08-14,289,28.1,23.4,34.1
2020-08-14,294,27.4,26.4,29.8
2020-08-14,295,28.6,26.1,32.1
2020-08-14,90,31,29.1,32.9
2020-08-14,93,27.3,25.5,30.3
2020-08-14,95,26.1,24.9,27.6
2020-08-14,98,26,24.8,27.1
2020-08-14,99,25.6,24.6,26.9
2020-08-14,100,24.3,23.3,25.7
2020-08-14,101,28.1,26.1,30.3
2020-08-14,102,25.5,23.8,28.6
2020-08-14,104,30.2,28.3,33.4
2020-08-14,105,31.4,29.4,33.9
2020-08-14,106,29.7,25.8,32.9
2020-08-14,108,27.1,26.5,28
2020-08-14,112,25.9,25.3,26.7
2020-08-14,114,27.8,26.4,31
2020-08-14,115,28.3,26.8,30.4
2020-08-14,119,27.7,26.3,29.9
2020-08-14,121,27.5,24.8,30.7
2020-08-14,127,28.4,25.2,32.4
2020-08-14,129,26.4,25.5,28.2
2020-08-14,130,30.1,25.4,35
2020-08-14,131,29.2,26.7,32.6
2020-08-14,133,28.5,25.7,31.2
2020-08-14,135,27.2,22.1,31.5
2020-08-14,136,28.7,25.2,33
2020-08-14,137,28.7,24.2,32.8
2020-08-14,138,31.6,27.7,36
2020-08-14,140,27.8,25.6,30.8
2020-08-14,143,31.2,25.6,35.6
2020-08-14,146,29.1,26.4,32.3
2020-08-14,152,29.9,26.8,33.9
2020-08-14,155,28.7,26.3,32.4
2020-08-14,156,28.9,26.5,32.7
2020-08-14,159,27.9,26.2,30.2
2020-08-14,162,27.9,26.2,30.4
2020-08-14,165,28.7,26.2,32.3
2020-08-14,168,27.6,25.9,30
2020-08-14,169,27.5,24.7,33.1
2020-08-14,170,28.6,26.4,31.8
2020-08-14,172,28.5,26.4,32.4
2020-08-14,174,28.2,24.1,33.7
2020-08-14,177,27.7,26.5,30.1
2020-08-14,184,32.2,27.6,36.3
2020-08-14,185,28.3,27.2,30.3
2020-08-14,188,29.1,26.9,32.8
2020-08-14,189,27.8,26.6,29.8
2020-08-14,192,28.7,26.1,32.2
2020-08-14,201,25.3,24.4,26.5
2020-08-14,202,27.4,25.8,30.8
2020-08-14,203,28,25.9,31.7
2020-08-14,211,27.5,26.3,29.3
2020-08-14,212,27.8,26.1,30.7
2020-08-14,216,26.6,24.5,28.8
2020-08-14,217,26.6,24.6,28.9
2020-08-14,221,27.1,24.4,30.3
2020-08-14,226,27.1,23.1,31
2020-08-14,232,28,25.7,31.8
2020-08-14,235,27.2,26.2,29.2
2020-08-14,236,27.8,25.7,31.5
2020-08-14,238,28.5,23.8,32
2020-08-14,239,28.2,26.4,31.5
2020-08-14,243,28.4,25.7,32.1
2020-08-14,244,27.1,24.1,31.3
2020-08-14,245,28.7,26.4,32.4
2020-08-14,247,28.8,24.7,32.9
2020-08-15,248,26.2,21.8,30.9
2020-08-15,251,28.5,23.3,33.1
2020-08-15,252,28.5,25.6,32.7
2020-08-15,253,29.2,25.6,34.2
2020-08-15,254,28.2,23.6,33.7
2020-08-15,255,30,26.5,35.1
2020-08-15,257,29.6,25.9,34.4
2020-08-15,258,28.7,24.9,34.1
2020-08-15,259,28.5,24.3,33.4
2020-08-15,260,28,23,33.7
2020-08-15,261,28.1,23.7,32.3
2020-08-15,262,27.9,23.5,33.3
2020-08-15,263,29.4,25,34.9
2020-08-15,264,28,23.2,33.9
2020-08-15,266,29,25.3,34
2020-08-15,268,28.6,26.3,32.2
2020-08-15,271,24.8,22.3,29.2
2020-08-15,272,26.3,23,31.7
2020-08-15,273,27.9,24.2,32.9
2020-08-15,276,27.2,23.5,33.4
2020-08-15,277,28.9,26,33.7
2020-08-15,278,28.7,24.2,34.6
2020-08-15,279,29.6,24.7,34.6
2020-08-15,281,29.8,25.6,34.9
2020-08-15,283,30.5,25.5,35.8
2020-08-15,284,27.9,23.2,33.9
2020-08-15,285,29.6,25.5,35.2
2020-08-15,288,29.8,24.6,35
2020-08-15,289,28.6,24,34.9
2020-08-15,294,27.7,25.8,31.2
2020-08-15,295,28.3,24.7,33.8
2020-08-15,90,29.7,25,33.3
2020-08-15,93,26.1,24.5,28
2020-08-15,95,25.7,24.6,27.4
2020-08-15,98,25.3,24.7,26.6
2020-08-15,99,25.3,24.5,26.8
2020-08-15,100,22.4,21.5,24.1
2020-08-15,101,26.6,25.5,28.1
2020-08-15,102,24.5,23.8,26.3
2020-08-15,104,25.7,24,29.9
2020-08-15,105,27.9,25.4,30.7
2020-08-15,106,25.5,23.8,30.1
2020-08-15,108,26.1,25,27
2020-08-15,112,25.2,24.4,26.1
2020-08-15,114,25.8,24.1,27.2
2020-08-15,115,28.5,27.1,31
2020-08-15,119,26.7,25.1,29.3
2020-08-15,121,25.8,24.4,28
2020-08-15,127,26.8,24.4,30.5
2020-08-15,129,26,24.8,27.6
2020-08-15,130,28.4,25.8,30
2020-08-15,131,29.3,26.8,33.4
2020-08-15,133,29.2,26.3,32.6
2020-08-15,135,27.9,23.5,32.2
2020-08-15,136,28.1,24.6,33.2
2020-08-15,137,29.5,25.5,33.5
2020-08-15,138,31.6,27.3,36.6
2020-08-15,140,27.6,25,31.3
2020-08-15,143,31.4,27.1,36.1
2020-08-15,146,29,26,33.5
2020-08-15,152,30.5,26.3,35.5
2020-08-15,155,28.8,25.5,33.7
2020-08-15,156,28.6,25.7,32.9
2020-08-15,159,28.1,24.7,31.5
2020-08-15,162,27.9,25.9,32.3
2020-08-15,165,28.6,26.4,31.6
2020-08-15,168,27.9,25.8,31.1
2020-08-15,169,27.3,24.9,30.6
2020-08-15,170,28.2,24.4,31.9
2020-08-15,172,28.4,24.1,32.9
2020-08-15,174,27.6,22.2,34.2
2020-08-15,177,27.4,26.1,29.9
2020-08-15,184,31.1,27.8,36.3
2020-08-15,185,28.3,26.9,30.6
2020-08-15,188,29.1,26.2,32.8
2020-08-15,189,27.8,26.1,30.2
2020-08-15,192,29.2,25.3,34.5
2020-08-15,201,24.8,24.1,25.8
2020-08-15,202,25.6,24.1,26.7
2020-08-15,203,26.1,24.7,29.5
2020-08-15,211,25.8,24.3,27.3
2020-08-15,212,25.3,24.3,26.9
2020-08-15,216,24.7,22.9,28.1
2020-08-15,217,24.5,22,26.9
2020-08-15,221,25.4,23.6,26.8
2020-08-15,226,27.1,23.7,31.8
2020-08-15,232,27.8,25.1,31
2020-08-15,235,27.2,25.7,29.8
2020-08-15,236,27.6,24.8,31.3
2020-08-15,238,28.9,24.9,32.5
2020-08-15,239,28.3,25.5,32.3
2020-08-15,243,28.5,25.4,32.9
2020-08-15,244,26.5,22.2,31.9
2020-08-15,245,28.8,25.5,33.1
2020-08-15,247,28.1,23.8,33.9
2020-08-16,248,25.2,18.7,31.2
2020-08-16,251,28.2,24.1,33.6
2020-08-16,252,28.4,25.2,32.9
2020-08-16,253,28.9,24.2,34.3
2020-08-16,254,27.4,22.2,33.7
2020-08-16,255,29.7,25,34.7
2020-08-16,257,29.2,24.5,35.1
2020-08-16,258,27.9,23.3,33
2020-08-16,259,27.7,23.1,32.9
2020-08-16,260,26.9,22,33.1
2020-08-16,261,27.3,23.2,31.9
2020-08-16,262,26.8,21.8,32.4
2020-08-16,263,29.2,23.9,34.7
2020-08-16,264,27.2,21.1,33.5
2020-08-16,266,28.5,24,33.6
2020-08-16,268,28.3,25.7,31.8
2020-08-16,271,24.1,21.1,29.3
2020-08-16,272,26.1,22.6,30.9
2020-08-16,273,26.7,21.9,32.9
2020-08-16,276,26.4,22.3,33.1
2020-08-16,277,28.6,24.5,33.9
2020-08-16,278,27.9,23.7,34.2
2020-08-16,279,28.5,23.7,34.3
2020-08-16,281,28.6,23.8,34.7
2020-08-16,283,29.5,24.2,36.2
2020-08-16,284,26.6,21.3,33.9
2020-08-16,285,28.6,23.2,35
2020-08-16,288,29,23.6,34.8
2020-08-16,289,27.6,22,34.2
2020-08-16,294,27.8,23.8,31.5
2020-08-16,295,28,22.8,33.5
2020-08-16,90,28.9,25,32
2020-08-16,93,26.9,24.2,31.1
2020-08-16,95,26.6,24.4,29.7
2020-08-16,98,26.4,24.6,30.3
2020-08-16,99,26.3,24.3,30.1
2020-08-16,100,23.3,21.7,25.5
2020-08-16,101,27.5,24.9,31
2020-08-16,102,24.8,23.9,25.6
2020-08-16,104,28.5,26.1,30.2
2020-08-16,105,30,27.2,33.2
2020-08-16,106,27.5,23.5,31.4
2020-08-16,108,27.4,25.3,30.8
2020-08-16,112,26.2,24.8,28.6
2020-08-16,114,27.2,23.6,31.6
2020-08-16,115,28.6,26.6,32
2020-08-16,119,27.5,24.7,31.6
2020-08-16,121,26.2,23.5,30.3
2020-08-16,127,27.3,23.1,32.5
2020-08-16,129,26.9,24.6,30.5
2020-08-16,130,29.3,26.7,33.5
2020-08-16,131,28.8,25.5,33.7
2020-08-16,133,28.7,24.9,33.3
2020-08-16,135,26.7,21.4,32.3
2020-08-16,136,27.5,23.3,32.8
2020-08-16,137,28.2,23.3,33.5
2020-08-16,138,31.7,27.9,36.4
2020-08-16,140,27.7,23.6,32.1
2020-08-16,143,30.4,25.9,35.9
2020-08-16,146,28.7,24.3,33.6
2020-08-16,152,30,25.6,34.7
2020-08-16,155,28.4,23.6,33.8
2020-08-16,156,28.3,24.3,33
2020-08-16,159,28.2,25.5,31.3
2020-08-16,162,28,24.8,32.2
2020-08-16,165,28.5,25.6,31.6
2020-08-16,168,28,25.2,30.8
2020-08-16,169,26.8,25.7,29.7
2020-08-16,170,27.9,24,32.5
2020-08-16,172,28.4,24.9,32.8
2020-08-16,174,26.9,20.6,34.1
2020-08-16,177,27.7,25.8,30.7
2020-08-16,184,29.9,27.5,32.7
2020-08-16,185,28.5,26.6,31.5
2020-08-16,188,28.5,25.9,32.1
2020-08-16,189,28.1,26.4,29.9
2020-08-16,192,28.4,23.2,33.3
2020-08-16,201,26,24.9,27.6
2020-08-16,202,26.9,23.8,32
2020-08-16,203,27.4,23.9,32.8
2020-08-16,211,26.7,23.9,30.3
2020-08-16,212,26.8,23.6,31.6
2020-08-16,216,24.9,22.6,28
2020-08-16,217,25.1,21.4,30.5
2020-08-16,221,25.9,22.6,30.5
2020-08-16,226,25.9,22.1,31.8
2020-08-16,232,26.8,23.2,31.8
2020-08-16,235,27.4,25.4,30.6
2020-08-16,236,27.3,22.8,32.4
2020-08-16,238,27.1,21.6,32.9
2020-08-16,239,27.6,23.9,32.3
2020-08-16,243,27.9,23.7,33
2020-08-16,244,25.9,20.5,32
2020-08-16,245,28.1,24.1,33.6
2020-08-16,247,27.9,21.6,33.9
2020-08-17,248,25.3,21.3,31.5
2020-08-17,251,28,23.8,33.5
2020-08-17,252,27.9,24.6,32.5
2020-08-17,253,29,25.1,35.3
2020-08-17,254,27.8,23.8,34.2
2020-08-17,255,30.2,25.4,35.6
2020-08-17,257,29.8,25.4,36.4
2020-08-17,258,28.3,23.7,34
2020-08-17,259,28.2,23.4,34
2020-08-17,260,27.6,22.9,33.4
2020-08-17,261,27.6,23,32.8
2020-08-17,262,27.6,22.6,33.3
2020-08-17,263,28.9,23.8,35
2020-08-17,264,27.9,22.3,35.2
2020-08-17,266,29.1,24.4,34.7
2020-08-17,268,27.7,23.8,32.9
2020-08-17,271,25,19.9,30.6
2020-08-17,272,27.3,22,32.6
2020-08-17,273,26.9,22.6,31.7
2020-08-17,276,25.3,20.9,31.6
2020-08-17,277,27.8,23.7,32.1
2020-08-17,278,26.4,22,32.2
2020-08-17,279,28,23.7,33.3
2020-08-17,281,27.7,23.2,33.1
2020-08-17,283,28.4,23.9,34.5
2020-08-17,284,27.1,21.9,34.6
2020-08-17,285,28,23.2,34
2020-08-17,288,28.9,24.5,34.9
2020-08-17,289,28,22.3,34.9
2020-08-17,294,28.3,24,33.8
2020-08-17,295,27.8,23.5,33.5
2020-08-17,90,29.3,25.3,33.1
2020-08-17,93,26.7,23.8,30.6
2020-08-17,95,26.2,23.5,28.9
2020-08-17,98,26.5,23.7,30.7
2020-08-17,99,26.1,22.6,30.6
2020-08-17,100,23.9,20.2,29.6
2020-08-17,101,27.2,24.8,30.2
2020-08-17,102,24.7,23.6,26.9
2020-08-17,104,28.3,24.2,32.9
2020-08-17,105,30.5,27.7,34.8
2020-08-17,106,26.7,23.3,32.3
2020-08-17,108,28.2,26.1,32.2
2020-08-17,112,26.8,25,29.5
2020-08-17,114,27.4,24.7,31.4
2020-08-17,115,27.7,24.9,30.4
2020-08-17,119,28.1,25.1,32.8
2020-08-17,121,26,22.2,32.3
2020-08-17,127,27.1,22.7,32.5
2020-08-17,129,27.4,23.5,31.9
2020-08-17,130,26.9,24.3,32.3
2020-08-17,131,29.4,26,33.9
2020-08-17,133,28.6,25,33.6
2020-08-17,135,25.8,22.3,30.9
2020-08-17,136,27.3,22.8,32
2020-08-17,137,27.9,23.6,32.3
2020-08-17,138,29.6,26.8,34.4
2020-08-17,140,27.2,24.7,31.2
2020-08-17,143,29.6,25.3,34.2
2020-08-17,146,28.3,25.1,33.8
2020-08-17,152,28.3,25,34.4
2020-08-17,155,29.1,24.8,35
2020-08-17,156,28.6,25.3,33.9
2020-08-17,159,28.4,26,33.1
2020-08-17,162,28.1,24.9,32.7
2020-08-17,165,28.3,25.9,31.4
2020-08-17,168,28.6,25.9,32.6
2020-08-17,169,27.3,25.6,31.4
2020-08-17,170,28,24.4,33.2
2020-08-17,172,27.4,24,32.9
2020-08-17,174,27.3,22.7,33.7
2020-08-17,177,27.9,23.5,32.4
2020-08-17,184,29.4,27,32.3
2020-08-17,185,28.5,25.6,32.7
2020-08-17,188,27.7,24.3,30.9
2020-08-17,189,27.8,25.7,30.4
2020-08-17,192,28.3,24.5,34.8
2020-08-17,201,25.9,22.7,29.4
2020-08-17,202,27.1,24,31.4
2020-08-17,203,27.7,23.9,32.8
2020-08-17,211,26.7,23.5,29.9
2020-08-17,212,27,23.7,31.2
2020-08-17,216,25.3,20.8,32
2020-08-17,217,26.1,20.6,32.9
2020-08-17,221,25.8,21.4,31.3
2020-08-17,226,26.2,21.5,31.5
2020-08-17,232,26.5,22,32
2020-08-17,235,27.3,24.3,30.8
2020-08-17,236,27.3,23.9,33
2020-08-17,238,26.8,22.3,32.4
2020-08-17,239,27.8,24,33.1
2020-08-17,243,27.5,24.3,31.8
2020-08-17,244,26.2,22.4,31.5
2020-08-17,245,27.5,23.4,33.2
2020-08-17,247,27.9,23.9,33.7
2020-08-18,248,25.5,21.3,32
2020-08-18,251,27.2,22.7,33.7
2020-08-18,252,27,23.1,32.8
2020-08-18,253,29.6,24.6,34.9
2020-08-18,254,28.2,24.1,34.8
2020-08-18,255,30.2,25.6,35.5
2020-08-18,257,29.3,24.3,36
2020-08-18,258,28.8,25.2,34.3
2020-08-18,259,28.2,24,34.3
2020-08-18,260,27.9,23.1,33.9
2020-08-18,261,27.4,23,33.8
2020-08-18,262,27.5,22.8,34.1
2020-08-18,263,,23.5,31.6
2020-08-18,264,27.7,22.2,35.6
2020-08-18,266,29.2,24.6,34.9
2020-08-18,268,26.7,22.3,32.8
2020-08-18,271,24.7,20,31.3
2020-08-18,272,25.9,20.6,32.4
2020-08-18,273,27.2,22,32.7
2020-08-18,276,26.3,21.6,33.4
2020-08-18,277,27.7,23.2,34
2020-08-18,278,27,22.1,33.8
2020-08-18,279,28.3,23.7,33.9
2020-08-18,281,27.7,21.6,34.2
2020-08-18,283,28.5,22.9,35.6
2020-08-18,284,27.4,22.6,35.2
2020-08-18,285,28.4,23.6,34.4
2020-08-18,288,28.8,23.9,35
2020-08-18,289,28.1,23.3,34.8
2020-08-18,294,28,23.7,34.1
2020-08-18,295,27.9,24.4,33.6
2020-08-18,90,28.6,24.3,33
2020-08-18,93,27.1,23.2,32.2
2020-08-18,95,25.4,21.6,30.7
2020-08-18,98,25.8,22.2,30.8
2020-08-18,99,24.9,21,30.2
2020-08-18,100,23.9,18.2,29.7
2020-08-18,101,27.7,24.4,32.5
2020-08-18,102,24.6,23.8,26.1
2020-08-18,104,28.3,23.4,33
2020-08-18,105,31.2,26.7,35.7
2020-08-18,106,26.9,22.8,31
2020-08-18,108,27.5,24,31.9
2020-08-18,112,26.1,24,29.2
2020-08-18,114,27,23.6,31.7
2020-08-18,115,26.2,23.7,30.4
2020-08-18,119,26.9,23.1,32.2
2020-08-18,121,26.3,22.8,31.8
2020-08-18,127,26.8,23,32.1
2020-08-18,129,27,23.6,32.4
2020-08-18,130,26.2,22.6,30.7
2020-08-18,131,29.3,25.7,33.8
2020-08-18,133,29.1,25.4,33.6
2020-08-18,135,26.1,21.6,31.8
2020-08-18,136,27.5,23.3,33.5
2020-08-18,137,28,23.1,33.7
2020-08-18,138,30.4,26.1,35.7
2020-08-18,140,27.2,24.2,32.2
2020-08-18,143,30,24.8,35.9
2020-08-18,146,28.5,25.1,33.4
2020-08-18,152,28.1,23.8,34.1
2020-08-18,155,29.5,25.4,35.6
2020-08-18,156,28.6,25,34.2
2020-08-18,159,28.7,26.1,31.6
2020-08-18,162,27.7,24.8,32.4
2020-08-18,165,27.5,24.7,31.5
2020-08-18,168,28.6,26.3,32.5
2020-08-18,169,26.5,24.7,30.5
2020-08-18,170,28.3,24,34
2020-08-18,172,27,23.2,33
2020-08-18,174,27.6,22.4,34.6
2020-08-18,177,26.9,23.1,32.5
2020-08-18,184,29,26.8,30.8
2020-08-18,185,28.3,25.8,31.6
2020-08-18,188,28,23.7,32.1
2020-08-18,189,27.4,25.3,30.3
2020-08-18,192,28.5,23.5,35
2020-08-18,201,24.9,21.5,29.8
2020-08-18,202,26.8,23.4,32.1
2020-08-18,203,27.3,23.7,32.7
2020-08-18,211,26.4,22.6,32.1
2020-08-18,212,27.1,23.7,32.4
2020-08-18,216,24.6,18.5,32.4
2020-08-18,217,26.2,22.1,33.3
2020-08-18,221,25,21.3,31.2
2020-08-18,226,26.2,22,32.1
2020-08-18,232,26.3,22.4,31.7
2020-08-18,235,26.4,23,31.5
2020-08-18,236,26.8,22.7,33.2
2020-08-18,238,27.1,22.7,33
2020-08-18,239,27.6,23.4,33.2
2020-08-18,243,27.4,24,32.4
2020-08-18,244,26.8,22.6,32.3
2020-08-18,245,27.2,23.3,32.9
2020-08-18,247,27.8,23.6,34.2
2020-08-19,248,25.3,20.5,32.7
2020-08-19,251,26.7,21.2,33.6
2020-08-19,252,26.5,21.2,32.7
2020-08-19,253,29.3,25.1,35.5
2020-08-19,254,27.9,22.5,34.8
2020-08-19,255,30.7,25.8,36.8
2020-08-19,257,29.4,24.7,36.6
2020-08-19,258,29.1,24,35.1
2020-08-19,259,27.5,21.7,34
2020-08-19,260,27.4,21.3,34.4
2020-08-19,261,26.8,21.8,33.6
2020-08-19,262,27.2,21.6,33.8
2020-08-19,263,,,
2020-08-19,264,28.1,22,36.1
2020-08-19,266,29.3,24.5,35.7
2020-08-19,268,26.4,21.3,32.7
2020-08-19,271,24.5,19.6,31.7
2020-08-19,272,26.2,20.1,32.9
2020-08-19,273,27.4,22.2,33.2
2020-08-19,276,26.5,20.8,34.4
2020-08-19,277,28.5,23.5,35.4
2020-08-19,278,27.4,22.1,34.6
2020-08-19,279,28.6,23.4,34.7
2020-08-19,281,28.7,22.5,35.6
2020-08-19,283,28.9,22.5,36.9
2020-08-19,284,27,20.8,36.2
2020-08-19,285,28.2,23.3,35.6
2020-08-19,288,29.4,23.6,35.9
2020-08-19,289,28,21.2,36.2
2020-08-19,294,28.2,24,34.5
2020-08-19,295,28.1,23.5,34.5
2020-08-19,90,29.5,23.3,35.1
2020-08-19,93,26.4,22.2,32.6
2020-08-19,95,24.9,20.4,30.3
2020-08-19,98,25.6,21.3,30.7
2020-08-19,99,25.1,20.7,30.3
2020-08-19,100,23.9,19,29.5
2020-08-19,101,27,23.3,32.5
2020-08-19,102,24.6,23.1,25.8
2020-08-19,104,28.5,22.5,34
2020-08-19,105,31.6,27.4,36
2020-08-19,106,26.3,23.1,30.2
2020-08-19,108,27.1,23.6,31.4
2020-08-19,112,26.1,23.6,29.2
2020-08-19,114,27.1,23,31.7
2020-08-19,115,26.3,23.9,29.1
2020-08-19,119,26.7,22.8,32.1
2020-08-19,121,25.7,22.2,31.8
2020-08-19,127,26.9,22.7,32.4
2020-08-19,129,26.5,22.3,31.6
2020-08-19,130,27,21.4,33
2020-08-19,131,28.8,24.7,34
2020-08-19,133,28.9,25.3,34.2
2020-08-19,135,26.9,22,32.2
2020-08-19,136,27.3,21.8,34
2020-08-19,137,28.3,23.7,33.5
2020-08-19,138,31.4,26.8,36.9
2020-08-19,140,26.5,22.4,31.3
2020-08-19,143,30.5,24.8,36
2020-08-19,146,27.9,23.5,33
2020-08-19,152,29.5,23.8,34.9
2020-08-19,155,29.3,25,35.7
2020-08-19,156,28.2,23.4,34.4
2020-08-19,159,29.1,26.3,33.2
2020-08-19,162,28,24.7,32.9
2020-08-19,165,27.2,24.3,31.3
2020-08-19,168,28.7,26,32.5
2020-08-19,169,25.8,23.9,30.3
2020-08-19,170,27.7,23.3,33.9
2020-08-19,172,26.3,21,33.1
2020-08-19,174,28.3,23.9,35.6
2020-08-19,177,26.6,21.7,32.5
2020-08-19,184,28.3,26,31.2
2020-08-19,185,28.2,25.5,31.5
2020-08-19,188,28,23,33.8
2020-08-19,189,27.3,23.8,30.3
2020-08-19,192,28.3,23,35.2
2020-08-19,201,25.2,20.9,29.1
2020-08-19,202,25.9,21.5,32.4
2020-08-19,203,26.7,21.5,33
2020-08-19,211,26,22.2,31.2
2020-08-19,212,26.5,22.2,32.2
2020-08-19,216,25.7,18.7,32.8
2020-08-19,217,25.8,21.7,33.1
2020-08-19,221,25.2,20.6,31.8
2020-08-19,226,26.2,21.3,32.5
2020-08-19,232,26.3,21.3,32.5
2020-08-19,235,25.9,22,30.7
2020-08-19,236,26.3,21.9,33.1
2020-08-19,238,26.8,22,33.5
2020-08-19,239,27.5,23.4,33.2
2020-08-19,243,26.8,22.4,32
2020-08-19,244,25.9,20.5,32.7
2020-08-19,245,26.8,21.8,32.9
2020-08-19,247,28,22.4,34.7
2020-08-20,248,24.8,19.1,33.2
2020-08-20,251,26.7,21.8,33.6
2020-08-20,252,26.4,22.7,32.4
2020-08-20,253,29.1,25.2,35.8
2020-08-20,254,27.4,21.7,34.8
2020-08-20,255,30.2,25.7,36.9
2020-08-20,257,30.2,25.2,37.8
2020-08-20,258,28.2,23.3,34.3
2020-08-20,259,27.5,22.2,34.1
2020-08-20,260,27,21.1,34.2
2020-08-20,261,26.6,21.7,33.4
2020-08-20,262,26.9,21.6,34.2
2020-08-20,263,,,
2020-08-20,264,27.2,20.2,36.3
2020-08-20,266,29.3,24,35.5
2020-08-20,268,25.8,22.3,31.9
2020-08-20,271,25,18.9,31.6
2020-08-20,272,26,20.2,32.8
2020-08-20,273,27.1,22.4,33.2
2020-08-20,276,26.2,20.9,34.9
2020-08-20,277,26.5,23.1,31.7
2020-08-20,278,27.3,21.6,35.1
2020-08-20,279,28.5,23.3,34.9
2020-08-20,281,27.4,21.7,34.4
2020-08-20,283,28.1,22.7,35.6
2020-08-20,284,26.6,19.3,35
2020-08-20,285,28.3,21.9,34.8
2020-08-20,288,29.2,23.6,36.2
2020-08-20,289,27.6,20.4,35.2
2020-08-20,294,28.6,24.1,34.5
2020-08-20,295,27.7,23.4,34.6
2020-08-20,90,24.4,21.6,29.7
2020-08-20,93,26.9,21.7,32.8
2020-08-20,95,25.8,22,30.8
2020-08-20,98,26.1,22.5,30.8
2020-08-20,99,25.8,22.7,30.3
2020-08-20,100,21.5,18.3,29.1
2020-08-20,101,27.6,22.9,32.8
2020-08-20,102,23.6,21.8,26.2
2020-08-20,104,24.3,21.5,28.1
2020-08-20,105,26.8,22.8,30.7
2020-08-20,106,24.1,21.6,26.9
2020-08-20,108,27.7,25,31.7
2020-08-20,112,26.6,24.5,29.7
2020-08-20,114,27.3,23.1,32.2
2020-08-20,115,26.6,22.4,30.5
2020-08-20,119,27.4,23.3,33
2020-08-20,121,26.4,22,32.6
2020-08-20,127,27.2,22.3,33
2020-08-20,129,26.7,23.4,32.6
2020-08-20,130,25.5,22.4,30
2020-08-20,131,29,24.7,33.9
2020-08-20,133,29.1,24.8,34.6
2020-08-20,135,26.6,22.5,32.9
2020-08-20,136,27.4,21.7,34.9
2020-08-20,137,28.2,23,33.9
2020-08-20,138,27.8,25.4,33
2020-08-20,140,26.7,23.4,31.9
2020-08-20,143,29.6,24.4,36.3
2020-08-20,146,27.8,23.1,33.9
2020-08-20,152,27.9,24,34.2
2020-08-20,155,28.9,24.9,35.8
2020-08-20,156,28.2,23.8,34
2020-08-20,159,29.4,26.5,33.2
2020-08-20,162,27.5,24.7,33.9
2020-08-20,165,27,24,31.1
2020-08-20,168,28.5,25.2,32.4
2020-08-20,169,25.8,23.5,29.3
2020-08-20,170,27.4,22.9,33.6
2020-08-20,172,26.5,22.1,33.5
2020-08-20,174,27.2,22.1,35.2
2020-08-20,177,26.9,23.1,33.1
2020-08-20,184,28.2,26,31.3
2020-08-20,185,27.7,25.6,31.3
2020-08-20,188,27.3,22.3,31.5
